Transaction Number,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number,Unnamed: 19,Unnamed: 37
243273-2,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,3757,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-21 00:00:00,Dorse House Account,23474-213549,4018,151000000591,,
243268,Conversion,Invoice,Invoice,Yes,Complete,AMS,3460.85,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-01-21 00:00:00,Dorse House Account,Polaris Totem Lake Blake,3112,151000001070,,
243065,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,4375,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-28 00:00:00,Dorse House Account,680993,3377,151000000468,,
245472,Conversion,Invoice,Invoice,Yes,Complete,VET FIRST MECHANICAL,219.75,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2810,2026-03-20 00:00:00,Dorse House Account,SJB V-516,3428,151000000437,,
244337,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,228,USD,2026-01-28 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-27 00:00:00,Dorse House Account,690006,3377,151000001236,,
245163,Conversion,Invoice,Invoice,Yes,Complete,PERFECT CLIMATE,1896,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4225,2026-03-11 00:00:00,Dorse House Account,Car Wash,3502,151000000772,,
245382,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN HEATING,57.78,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3496,2026-03-13 00:00:00,Dorse House Account,420 Evergreen,3391,151000000419,,
245475,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,109.24,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693072,3377,151000000479,,
245238-1,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,147,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-14 00:00:00,Dorse House Account,3230,4006,151000001408,,
244513,Conversion,Invoice,Invoice,Yes,Complete,CRESCENT MECHANICAL INC,650,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2831,2026-02-25 00:00:00,Dorse House Account,2399-308,4374,151000001452,,
239290-5,Conversion,Invoice,Invoice,Yes,Complete,DB SOLUTIONS,580,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2528,2026-03-13 00:00:00,Dorse House Account,2025-21-01,3602,151000001319,,
245717,Conversion,Invoice,Invoice,Yes,Complete,AMS,480,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-29 00:00:00,Dorse House Account,025-012,3112,151000001504,,
244651,Conversion,Invoice,Invoice,Yes,Complete,AIR TECH,1295,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5104,2026-02-28 00:00:00,Dorse House Account,Cheney 24-164,3067,151000001438,,
245859,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,60,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-26 00:00:00,Dorse House Account,26054051,3442,151000001420,,
243753,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,873.77,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,685318,3377,151000000298,,
244582,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,8445,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-21 00:00:00,Dorse House Account,689487,3377,151000001039,,
245920,Conversion,Invoice,Invoice,Yes,Complete,ZIP MECHANICAL,77,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2750,2026-03-27 00:00:00,Dorse House Account,Columbia City Condos,3792,151000001478,,
245036,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,948.06,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-06 00:00:00,Dorse House Account,25357078,3442,151000000189,,
244570,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,771.23,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-01 00:00:00,Dorse House Account,PO037854,4269,151000000124,,
245011,Conversion,Invoice,Invoice,Yes,Complete,COMFORT SYSTEMS USA NW,1078,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5116,2026-03-06 00:00:00,Dorse House Account,125023-23,3753,151000001181,,
245353,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,71.85,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-13 00:00:00,Dorse House Account,63910,3243,151000001585,,
245047,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,850,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-14 00:00:00,Dorse House Account,691020,3377,151000001069,,
246156,Conversion,Invoice,Invoice,Yes,Complete,PSR MECHANICAL INC,208.12,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3104,2026-03-29 00:00:00,Dorse House Account,205629,3321,151000001397,,
245883,Conversion,Invoice,Invoice,Yes,Complete,VITAL MECHANICAL SERVICE,216.83,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2472,2026-03-27 00:00:00,Dorse House Account,305968,4042,151000001006,,
244813,Conversion,Invoice,Invoice,Yes,Complete,BARGREEN ELLINGSON,356.43,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3710,2026-03-13 00:00:00,Dorse House Account,2872458,4301,151000000857,,
243698-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,111.2,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-02-08 00:00:00,Dorse House Account,Polaris at Totem Lake,3112,151000000692,,
243882,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,2045,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-22 00:00:00,Dorse House Account,PO036948-1,4269,151000001581,,
244233,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,20.02,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-02-18 00:00:00,Dorse House Account,sp928757,4103,151000001545,,
244248-2,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,1225,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-13 00:00:00,Dorse House Account,26013110,3442,151000001633,,
244712,Conversion,Invoice,Invoice,Yes,Complete,PHOENIX MECHANICAL INC,1005,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3908,2026-03-06 00:00:00,Dorse House Account,1164-303,3625,151000000048,,
238855-1,Conversion,Invoice,Invoice,Yes,Complete,ALPINA MECHANICAL LLC,9728,USD,2025-12-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34314,2026-01-29 00:00:00,Dorse House Account,204 Evergreen,4333,151000000810,,
245098,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,168,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-07 00:00:00,Dorse House Account,690680,3377,151000001513,,
245113,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,81.17,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54429-9926,4010,151000001308,,
245264,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,180,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-18 00:00:00,Dorse House Account,32464,4289,151000000992,,
246012,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,135.4,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,696186,3377,151000001063,,
243016,Conversion,Invoice,Invoice,Yes,Complete,SUNSET AIR,3695,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4502,2026-03-05 00:00:00,Dorse House Account,404858,3093,151000001178,,
243887-1,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,190,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-08 00:00:00,Dorse House Account,PO036948-1,4269,151000001583,,
245106,Conversion,Invoice,Invoice,Yes,Complete,CAPITAL HEATING & COOLING,150,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3758,2026-03-19 00:00:00,Dorse House Account,13221,3785,151000000661,,
240652,Conversion,Invoice,Invoice,Yes,Complete,PRIME ELECTRIC LLC,990.06,USD,2025-11-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2825,2025-12-05 00:00:00,Dorse House Account,1-11055870,3465,151000000279,,
241381,Conversion,Invoice,Invoice,Yes,Complete,DIAMOND HEATING,1400,USD,2025-12-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2312,2026-01-03 00:00:00,Dorse House Account,Owens II,4231,151000000860,,
245836,Conversion,Credit Memo,Credit Memo,No,Incomplete,EVERGREEN REFRIGERATION LLC,-270,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3971,,Dorse House Account,BF928557,4103,,,
239237,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,7999,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-03-01 00:00:00,Dorse House Account,23387-212396,4018,151000000178,,
245933,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,743.92,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-29 00:00:00,Dorse House Account,25357078,3442,151000000210,,
245235,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,5.94,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-14 00:00:00,Dorse House Account,jm928973,4103,151000001343,,
242303,Conversion,Invoice,Invoice,Yes,Complete,DAYCO HEATING & AIR,1400,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3374,2026-03-20 00:00:00,Dorse House Account,106267277,3606,151000000873,,
245977,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,4781.42,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-29 00:00:00,Dorse House Account,64072,3243,151000001379,,
244110,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,693,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO037344,4269,151000000730,,
245108,Conversion,Invoice,Invoice,Yes,Complete,ZIP MECHANICAL,465,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2750,2026-03-12 00:00:00,Dorse House Account,Columbia City Condos,3792,151000001476,,
245265,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,47770,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-28 00:00:00,Dorse House Account,1A4104.010646,3125,151000001558,,
240625,Conversion,Invoice,Invoice,Yes,Complete,PRIME ELECTRIC LLC,1601.52,USD,2025-10-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2825,2025-11-28 00:00:00,Dorse House Account,1-11055038,3465,151000000276,,
245617,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,219.5,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-22 00:00:00,Dorse House Account,sp929099,4103,151000001554,,
244659,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,79.25,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-28 00:00:00,Dorse House Account,1022494-499961,3528,151000001688,,
243048-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,2135,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-11 00:00:00,Dorse House Account,WORP - Bryce - EWH,3112,151000000528,,
245395,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,417.09,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-20 00:00:00,Dorse House Account,26043002,3442,151000000201,,
245303,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,10633.5,USD,2026-02-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-21 00:00:00,Dorse House Account,1G4417.030007,3125,151000000722,,
244393,Conversion,Invoice,Invoice,Yes,Complete,STEELE MECHANICAL,138000,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34315,2026-03-14 00:00:00,Dorse House Account,KOZ Wetmore,3387,151000000103,,
245423,Conversion,Invoice,Invoice,Yes,Complete,BLYTHE MECHANICAL INC,264.8,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4766,2026-03-15 00:00:00,Dorse House Account,15393,3223,151000000657,,
244510,Conversion,Invoice,Invoice,Yes,Complete,CRESCENT MECHANICAL INC,3320,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2831,2026-02-25 00:00:00,Dorse House Account,2399-302,4374,151000001451,,
242961,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,1356,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-08 00:00:00,Dorse House Account,31672,4289,151000000988,,
245987,Conversion,Invoice,Invoice,Yes,Complete,TAPPS ELECTRIC,79.65,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34332,2026-03-29 00:00:00,Dorse House Account,Snow Peak,3789,151000000619,,
243983,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,615,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-15 00:00:00,Dorse House Account,PO036948-1,4269,151000000158,,
243820,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,1932,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-02-12 00:00:00,Dorse House Account,2491,3607,151000000428,,
244829-1,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,1760,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-25 00:00:00,Dorse House Account,BF928557,4103,151000000543,,
245503,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,4350,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-22 00:00:00,Dorse House Account,25357078,3442,151000001660,,
245949,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,347.87,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-27 00:00:00,Dorse House Account,54244-9868,4010,151000000503,,
243974-1,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,199,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-21 00:00:00,Dorse House Account,1021801-63374,3528,151000001683,,
243849,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),225,USD,2026-01-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-02-20 00:00:00,Dorse House Account,238651,3666,151000001160,,
245497,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,633,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-03-22 00:00:00,Dorse House Account,Bothell Bike Shop,4049,151000001498,,
244647,Conversion,Invoice,Invoice,Yes,Complete,DB SOLUTIONS,243,USD,2026-01-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2528,2026-02-26 00:00:00,Dorse House Account,26-6006,3602,151000001324,,
245058,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,9043.36,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-12 00:00:00,Dorse House Account,1B4047.010525,3125,151000000721,,
243206,Conversion,Invoice,Invoice,Yes,Complete,T & M OF WA INC,3650,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4287,2026-03-08 00:00:00,Dorse House Account,brown ephrata,3470,151000001155,,
245148-1,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSAL REFRIGERATION,75,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4012,2026-03-25 00:00:00,Dorse House Account,C15251041,3461,151000001602,,
245038-1,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,363,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-03-22 00:00:00,Dorse House Account,2511-2720,3557,151000001093,,
239379,Conversion,Invoice,Invoice,Yes,Complete,BASIN REFRIGERATION & HEATING,155,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3067,2026-03-06 00:00:00,Dorse House Account,620856-086,4185,151000001012,,
245293,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,41,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-12 00:00:00,Dorse House Account,26041-007,3442,151000000196,,
244480,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,64.92,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-02-22 00:00:00,Dorse House Account,1022351-50032,3528,151000001685,,
244633,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,195,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32362,4289,151000000403,,
244466,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,4060,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-03-20 00:00:00,Dorse House Account,S325-W-00005,3049,151000000717,,
243594,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,246.04,USD,2025-12-31 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-01-30 00:00:00,Dorse House Account,2820,4006,151000000735,,
246096,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,187,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-29 00:00:00,Dorse House Account,25577.0026,3686,151000000030,,
245733,Conversion,Invoice,Invoice,Yes,Complete,JH KELLY LLC,139.2,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3951,2026-03-26 00:00:00,Dorse House Account,25460.32.006,3686,151000000028,,
243747,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,533,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-06 00:00:00,Dorse House Account,32039,4289,151000000242,,
245745,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),42.07,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-03-29 00:00:00,Dorse House Account,266712,3666,151000001169,,
245866,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,435,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-29 00:00:00,Dorse House Account,A250401501,4293,151000001578,,
244682,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,230.16,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-02-28 00:00:00,Dorse House Account,SP928851,4103,151000000561,,
245029,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,880,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,691371,3377,151000001068,,
245505,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,2885,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-19 00:00:00,Dorse House Account,26041121,3442,151000000197,,
245552,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,215.81,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,696278,3377,151000000330,,
245994,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1011.33,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,695815,3377,151000001508,,
243851,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,1050,USD,2026-01-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-11 00:00:00,Dorse House Account,PAWS,4006,151000000790,,
241010,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,26911,USD,2025-12-15 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-14 00:00:00,Dorse House Account,30905,4289,151000000982,,
241389-1,Conversion,Invoice,Invoice,Yes,Complete,GROPP HEATING AIR & ELECTRIC,1664.2,USD,2025-11-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4448,2025-12-19 00:00:00,Dorse House Account,245986582,3539,151000000646,,
245010,Conversion,Invoice,Invoice,Yes,Complete,COLUMBIA ALLIED SERVICES INC,105,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2415,2026-03-15 00:00:00,Dorse House Account,2525.1,3598,151000001278,,
245129,Conversion,Invoice,Invoice,Yes,Complete,NARROWS HEATING & AIR COND,385,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3607,2026-03-18 00:00:00,Dorse House Account,C26-5632,4126,151000000436,,
245291-5,Conversion,Invoice,Invoice,Yes,Complete,CFM HEATING & COOLING INC,66.02,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3929,2026-03-27 00:00:00,Dorse House Account,Death & CO,4121,151000000628,,
244692,Conversion,Invoice,Invoice,Yes,Complete,DK SYSTEMS,1250,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2999,2026-03-04 00:00:00,Dorse House Account,63655,3243,151000001146,,
245312,Conversion,Invoice,Invoice,Yes,Complete,EMERALD AIRE INC,1026,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3175,2026-03-20 00:00:00,Dorse House Account,2250102,4293,151000001365,,
241009-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,8444,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-08 00:00:00,Dorse House Account,30906,4289,151000000984,,
